,UT_Ca_JR_PJ1_10,UT_Ca_JR_PJ1_11,UT_Ca_JR_PJ1_12,UT_Ca_JR_PJ1_13,UT_Ca_JR_PJ1_14,UT_Ca_JR_PJ1_15,UT_Ca_JR_PJ1_16,UT_Ca_JR_PJ1_17,UT_Ca_JR_PJ1_18,UT_Ca_JR_PJ1_19,UT_Ca_JR_PJ1_20,UT_Ca_JR_PJ1_21,UT_Ca_JR_PJ1_22,UT_Ca_JR_PJ1_23,UT_Ca_JR_PJ1_24,UT_Ca_JR_PJ1_25,UT_Ca_JR_PJ1_26,UT_Ca_JR_PJ1_27,UT_Ca_JR_PJ1_28,UT_Ca_JR_PJ1_29,UT_Ca_JR_PJ1_30,UT_Ca_JR_PJ1_31,UT_Ca_JR_PJ1_32,UT_Ca_JR_PJ1_33,UT_Ca_JR_PJ1_34,UT_Ca_JR_PJ1_35,UT_Ca_JR_PJ1_36,UT_Ca_JR_PJ1_37,UT_Ca_JR_PJ1_38,UT_Ca_JR_PJ1_39,UT_Ca_JR_PJ1_4,UT_Ca_JR_PJ1_40,UT_Ca_JR_PJ1_41,UT_Ca_JR_PJ1_42,UT_Ca_JR_PJ1_43,UT_Ca_JR_PJ1_44,UT_Ca_JR_PJ1_45,UT_Ca_JR_PJ1_46,UT_Ca_JR_PJ1_47,UT_Ca_JR_PJ1_48,UT_Ca_JR_PJ1_49,UT_Ca_JR_PJ1_5,UT_Ca_JR_PJ1_50,UT_Ca_JR_PJ1_6,UT_Ca_JR_PJ1_7,UT_Ca_JR_PJ1_8,UT_Ca_JR_PJ1_9,UT_Ca_JR_PJ11_1,UT_Ca_JR_PJ11_10,UT_Ca_JR_PJ11_11,UT_Ca_JR_PJ11_12,UT_Ca_JR_PJ11_13,UT_Ca_JR_PJ11_14,UT_Ca_JR_PJ11_15,UT_Ca_JR_PJ11_16,UT_Ca_JR_PJ11_17,UT_Ca_JR_PJ11_18,UT_Ca_JR_PJ11_19,UT_Ca_JR_PJ11_2,UT_Ca_JR_PJ11_20,UT_Ca_JR_PJ11_21,UT_Ca_JR_PJ11_22,UT_Ca_JR_PJ11_23,UT_Ca_JR_PJ11_24,UT_Ca_JR_PJ11_3,UT_Ca_JR_PJ11_4,UT_Ca_JR_PJ11_5,UT_Ca_JR_PJ11_6,UT_Ca_JR_PJ11_7,UT_Ca_JR_PJ11_8,UT_Ca_JR_PJ11_9,UT_Ca_JR_PJ12_1,UT_Ca_JR_PJ12_10,UT_Ca_JR_PJ12_11,UT_Ca_JR_PJ12_12,UT_Ca_JR_PJ12_13,UT_Ca_JR_PJ12_14,UT_Ca_JR_PJ12_15,UT_Ca_JR_PJ12_16,UT_Ca_JR_PJ12_17,UT_Ca_JR_PJ12_18,UT_Ca_JR_PJ12_19,UT_Ca_JR_PJ12_2,UT_Ca_JR_PJ12_20,UT_Ca_JR_PJ12_21,UT_Ca_JR_PJ12_22,UT_Ca_JR_PJ12_23,UT_Ca_JR_PJ12_24,UT_Ca_JR_PJ12_3,UT_Ca_JR_PJ12_4,UT_Ca_JR_PJ12_5,UT_Ca_JR_PJ12_6,UT_Ca_JR_PJ12_7,UT_Ca_JR_PJ12_8,UT_Ca_JR_PJ12_9,UT_Ca_JR_PJ2_1,UT_Ca_JR_PJ2_10,UT_Ca_JR_PJ2_11,UT_Ca_JR_PJ2_12,UT_Ca_JR_PJ2_13,UT_Ca_JR_PJ2_14,UT_Ca_JR_PJ2_15,UT_Ca_JR_PJ2_16,UT_Ca_JR_PJ2_17,UT_Ca_JR_PJ2_18,UT_Ca_JR_PJ2_19,UT_Ca_JR_PJ2_2,UT_Ca_JR_PJ2_20,UT_Ca_JR_PJ2_21,UT_Ca_JR_PJ2_22,UT_Ca_JR_PJ2_23,UT_Ca_JR_PJ2_24,UT_Ca_JR_PJ2_25,UT_Ca_JR_PJ2_26,UT_Ca_JR_PJ2_27,UT_Ca_JR_PJ2_28,UT_Ca_JR_PJ2_29,UT_Ca_JR_PJ2_3,UT_Ca_JR_PJ2_30,UT_Ca_JR_PJ2_31,UT_Ca_JR_PJ2_32,UT_Ca_JR_PJ2_33,UT_Ca_JR_PJ2_34,UT_Ca_JR_PJ2_35,UT_Ca_JR_PJ2_36,UT_Ca_JR_PJ2_37,UT_Ca_JR_PJ2_38,UT_Ca_JR_PJ2_39,UT_Ca_JR_PJ2_4,UT_Ca_JR_PJ2_40,UT_Ca_JR_PJ2_41,UT_Ca_JR_PJ2_42,UT_Ca_JR_PJ2_43,UT_Ca_JR_PJ2_44,UT_Ca_JR_PJ2_45,UT_Ca_JR_PJ2_46,UT_Ca_JR_PJ2_5,UT_Ca_JR_PJ2_6,UT_Ca_JR_PJ2_7,UT_Ca_JR_PJ2_8,UT_Ca_JR_PJ2_9
UT_Ca_JR_PJ1_10,0,1.13434177065918,1.7221284355613,2.36067597013875,0.962645430926289,0.510660307183232,1.15577070250806,0.846659698207401,0.905981088272787,1.19150018449913,0.846659698207401,0.573180664164566,1.09861228866811,1.77288930523663,2.62087350752982,1.80994329131349,0.889219312626197,0.829114038301766,0.623516146893191,1.11679611075355,0.897941593205959,0.711331002645383,0.74907133062823,0.770108221696074,0.473606321106371,0.623516146893191,NA,3.31402068808977,1.02898125500136,0.730887508542792,1.01143559509572,1.1362239992869,1.04454506739783,0.692509018380143,0.916125415291396,0.950621851034872,0.730887508542792,0.44375335795669,0.925591444849428,NA,2.37954613413017,0.792060052224905,1.34992671694902,0.879071429214535,NA,0.498353003939186,NA,1.01143559509572,1.1739545245935,2.0612577195944,NA,1.13434177065918,2.23295405932729,1.48520723278485,1.90954250488444,1.77288930523663,2.23295405932729,2.0612577195944,2.02420373351754,1.34992671694902,1.50407739677627,0.97438160901886,1.1739545245935,0.916125415291396,2.62087350752982,1.92772632696988,1.96222276271335,1.26907558215341,1.52226121886171,1.0459320308392,2.21540839942166,1.7221284355613,NA,1.1362239992869,1.15577070250806,1.70458277565567,1.77288930523663,1.80994329131349,2.60268968544438,1.50407739677627,0.879071429214535,1.23457914640993,1.38555416853467,1.15577070250806,NA,NA,NA,0.74907133062823,2.9085555799816,2.37954613413017,1.2991176675475,1.5910887737659,1.11679611075355,1.42403468910274,1.33105655295759,0.954771252442219,NA,1.33105655295759,0.711331002645383,0.933671075197031,0.74907133062823,1.34992671694902,0.650716183505203,1.42403468910274,0.792060052224905,0.674277016568522,0.889219312626197,0.993251773010283,NA,1.52226121886171,0.944461608840852,0.916125415291396,0.792060052224905,0.985653549569642,0.788292043781511,1.53980687876735,0.944461608840852,0.916125415291396,1.2991176675475,1.23457914640993,0.834619666643701,0.792060052224905,1.98418237968077,1.48520723278485,NA,1.87106198431637,1.09861228866811,NA,0.568916500910695,0.773318505597535,1.36811053903445,1.19752516033307,NA,0.933671075197031,NA,1.33105655295759,1.48520723278485,1.15577070250806,0.916125415291396,0.993251773010283,0.44375335795669
UT_Ca_JR_PJ1_11,1.13434177065918,0,1.98100146886658,1.52093671477592,0.784800812619302,1.15252559274462,2.23295405932729,1.75785791755237,1.34717567837202,2.67414864942653,2.67414864942653,1.96345580896095,1.53980687876735,0.870349148634774,1.55799070085278,1.74031225764674,1.17007125265025,1.15252559274462,1.57553636075842,1.55799070085278,2.41527561612125,1.96345580896095,1.55799070085278,1.94527198687551,1.52093671477592,1.06471073699243,NA,2.65660298952089,1.98100146886658,1.13434177065918,1.74031225764674,1.74731762618154,1.53980687876735,1.75785791755237,1.55799070085278,1.59248713659626,1.53980687876735,1.52093671477592,0.710006498559594,NA,1.38565619894009,1.52093671477592,0.933671075197031,2.21408389533587,NA,1.57553636075842,NA,0.784800812619302,1.270308628401,1.55799070085278,NA,0.534082485930258,1.57553636075842,2.61954900344403,2.23295405932729,1.29779316346171,1.42138568093116,1.55799070085278,1.11547160666776,1.53980687876735,2.63841916743546,1.70325827156988,1.40384002102553,1.04716507708679,3.34975017008084,3.34975017008084,1.30480506414448,1.30480506414448,1.55799070085278,1.99795224470442,2.43345943820668,0.802346472524937,NA,1.74731762618154,0.933671075197031,1.15252559274462,2.21408389533587,2.65660298952089,NA,1.53980687876735,1.36678603494866,1.04716507708679,2.19447353875923,1.38565619894009,NA,NA,NA,0.864843520292839,2.25113788141273,NA,1.270308628401,1.13434177065918,1.40384002102553,1.94527198687551,1.92640182288409,1.2136442857475,NA,1.92640182288409,0.864843520292839,1.17007125265025,1.55799070085278,1.7221284355613,1.99863205446244,1.7221284355613,1.70325827156988,1.60794809176555,2.26868354131836,1.13434177065918,NA,1.40384002102553,1.25212480631557,1.270308628401,1.52093671477592,1.25777180962495,1.74031225764674,1.98100146886658,1.38565619894009,2.25113788141273,1.04716507708679,NA,2.21408389533587,0.673638854388719,2.35638409829305,NA,NA,1.50132635819928,1.94527198687551,NA,3.31269618400398,1.74731762618154,1.96345580896095,2.05993321550861,NA,1.75785791755237,NA,1.36678603494866,1.92640182288409,2.23295405932729,1.96345580896095,2.23295405932729,1.52093671477592
UT_Ca_JR_PJ1_12,1.7221284355613,1.98100146886658,0,1.11547160666776,2.25113788141273,1.64500207784241,2.07880337950003,2.67414864942653,1.68364791499324,2.67414864942653,3.36729582998647,1.84567277330456,3.3315663479954,1.70325827156988,2.65660298952089,0.71069284046558,1.75785791755237,1.96345580896095,1.57553636075842,1.40384002102553,2.23295405932729,2.09698720158547,2.25113788141273,2.07880337950003,1.01011109100993,1.98100146886658,NA,1.04716507708679,1.17007125265025,1.94527198687551,1.40384002102553,1.86510066183792,2.63841916743546,1.57553636075842,1.74031225764674,1.99795224470442,2.07880337950003,1.36678603494866,1.70325827156988,NA,1.13434177065918,1.70325827156988,2.63841916743546,4.00584336456392,NA,1.75785791755237,NA,1.74031225764674,2.09698720158547,2.65660298952089,NA,1.57553636075842,1.28785428830664,2.90723107589581,1.38565619894009,1.06140438539748,1.28785428830664,1.47794799317925,1.8086187872277,1.13434177065918,1.7221284355613,2.39640545212982,2.09698720158547,1.74031225764674,2.25113788141273,1.96345580896095,1.1870220284881,1.438336456769,1.55799070085278,1.438336456769,1.270308628401,1.57553636075842,NA,2.84592991484965,0.846659698207401,1.55799070085278,0.9613209268405,1.47794799317925,1.38565619894009,1.13434177065918,1.52093671477592,1.74031225764674,2.04032285893197,1.82748895121913,NA,NA,NA,1.96345580896095,2.94428506197267,1.45976417109381,1.20968400658457,1.45976417109381,2.65660298952089,1.82748895121913,1.70325827156988,2.59993864686739,NA,0.292271297859616,1.96345580896095,NA,1.96345580896095,3.3315663479954,1.99863205446244,2.07880337950003,1.52093671477592,2.05993321550861,2.26868354131836,2.63841916743546,NA,0.951854897282468,1.19150018449913,NA,1.92640182288409,2.01991186167184,1.64500207784241,NA,2.41527561612125,1.96345580896095,1.84567277330456,NA,1.8086187872277,3.31269618400398,1.13260866667094,0.914800911205607,NA,2.19447353875923,2.63841916743546,NA,2.21408389533587,1.74731762618154,NA,3.31269618400398,NA,2.67414864942653,NA,0.479482839947762,1.92640182288409,1.62681825575698,1.55799070085278,2.63841916743546,2.39640545212982
UT_Ca_JR_PJ1_13,2.36067597013875,1.52093671477592,1.11547160666776,0,1.59040243185992,1.79107312732207,1.89067234089301,2.61954900344403,1.73440878466857,1.52093671477592,2.61954900344403,2.88968541599018,1.57221860977448,2.00533356952611,0.730201166636806,0.656093194483084,1.36678603494866,2.37885979222419,1.52093671477592,1.59040243185992,NA,2.37885979222419,2.88968541599018,1.57221860977448,2.56494935746154,2.61954900344403,NA,0.992565431104297,1.11547160666776,3.27696670201291,1.90885616297845,1.11735383529548,2.02420373351754,1.36678603494866,1.68571261166424,1.02706186684777,1.40516452511131,2.00533356952611,1.55334844578306,NA,1.07974212467669,2.00533356952611,1.48520723278485,2.00533356952611,NA,2.61954900344403,NA,1.79107312732207,1.90885616297845,1.34924037504303,NA,2.39640545212982,1.52093671477592,2.00533356952611,1.33105655295759,1.55334844578306,1.36678603494866,1.09792594676212,1.46633706879343,1.77288930523663,1.89067234089301,1.87180217690159,2.37885979222419,2.37885979222419,2.6020033435384,2.19653823543023,1.72020904740772,1.38373681078651,1.68571261166424,1.94335259872193,1.21570898241851,1.52093671477592,NA,1.32499320007372,1.07974212467669,1.34924037504303,1.55334844578306,1.90885616297845,1.77288930523663,1.19752516033307,2.15948424935337,1.59040243185992,1.36668400454325,1.40516452511131,NA,NA,NA,1.68571261166424,2.19653823543023,1.48520723278485,1.34924037504303,1.48520723278485,1.42334834719675,1.66752878957881,1.46633706879343,1.62904826901074,NA,1.06087196068526,2.88968541599018,3.31269618400398,2.37885979222419,2.02420373351754,2.79133026886715,3.27696670201291,2.34180580614733,2.00533356952611,1.70325827156988,1.66752878957881,NA,1.50339105487029,1.66752878957881,3.29515052409834,1.46633706879343,2.81261007607655,2.6020033435384,1.52093671477592,3.27696670201291,1.21570898241851,1.68571261166424,2.19653823543023,2.56494935746154,2.34180580614733,1.02085060684849,0.773189888233482,NA,1.85219182032495,1.66752878957881,NA,2.15948424935337,2.50364819641537,2.19653823543023,1.87180217690159,NA,3.31269618400398,NA,0.860201265223111,1.75401914124521,1.89067234089301,1.79107312732207,2.36067597013875,2.56494935746154
UT_Ca_JR_PJ1_14,0.962645430926289,0.784800812619302,2.25113788141273,1.59040243185992,0,1.7227665977411,2.21540839942166,1.04716507708679,1.19609862584187,1.40384002102553,1.270308628401,1.38629436111989,1.52226121886171,0.769421879790088,1.54044504094715,1.38629436111989,0.951854897282468,1.02961941718116,1.96345580896095,1.7227665977411,1.44221851118818,1.38629436111989,1.13497993283898,0.829114038301766,1.09792594676212,0.824021525772584,NA,2.07944154167984,1.04716507708679,1.01143559509572,1.25276296849537,1.84755500193229,2.21540839942166,2.65660298952089,1.38629436111989,2.26808865725057,1.44221851118818,1.21570898241851,0.587100322996133,NA,1.44221851118818,2.19653823543023,1.1739545245935,0.992565431104297,NA,0.951854897282468,NA,1.38629436111989,1.38629436111989,1.7227665977411,NA,0.641699968978629,1.55799070085278,3.29515052409834,2.62087350752982,1.09792594676212,1.40384002102553,1.54044504094715,1.34924037504303,1.01143559509572,1.23457914640993,0.943775266934865,1.02961941718116,1.94591014905531,2.23359222150709,4.02535169073515,1.28725940423884,1.42079079686337,1.38629436111989,2.26808865725057,3.3322045101752,1.04716507708679,NA,0.931264270058131,2.21540839942166,1.25276296849537,1.90885616297845,2.63905732961526,2.39772995621561,1.23457914640993,1.21570898241851,1.7227665977411,1.07831559018548,1.36811053903445,NA,NA,NA,1.25276296849537,2.92673940206704,1.70458277565567,1.25276296849537,1.11679611075355,1.7227665977411,1.92772632696988,3.29515052409834,1.6661022550876,NA,1.34924037504303,0.387765531008763,1.270308628401,1.54044504094715,2.21540839942166,1.21894634250991,0.916125415291396,1.09792594676212,1.21570898241851,2.65660298952089,1.23457914640993,NA,0.806475865866949,0.916125415291396,0.934309237376833,0.992565431104297,0.952544077267529,1.38629436111989,1.96345580896095,1.36811053903445,2.23359222150709,0.624154309072994,1.94591014905531,1.90885616297845,1.09792594676212,1.55038107802315,1.68571261166424,NA,1.19609862584187,1.11679611075355,NA,1.50339105487029,1.21894634250991,1.54044504094715,1.68571261166424,NA,1.40384002102553,NA,1.90885616297845,2.04238755560297,1.36811053903445,1.02961941718116,2.62087350752982,0.587100322996133
UT_Ca_JR_PJ1_15,0.510660307183232,1.15252559274462,1.64500207784241,1.79107312732207,1.7227665977411,0,1.01143559509572,0.951854897282468,0.790633517733702,1.15252559274462,0.641699968978629,0.528844129268669,1.01143559509572,1.90885616297845,3.3322045101752,1.94591014905531,1.04716507708679,1.25276296849537,0.405311190914398,0.387765531008763,1.11679611075355,0.889857474806,1.19213834667893,1.11679611075355,0.769421879790088,1.04716507708679,NA,NA,0.864843520292839,1.2991176675475,1.25276296849537,1.09378319955591,1.06272888948327,0.641699968978629,0.934309237376833,1.16947636858246,0.788292043781511,0.730201166636806,1.68571261166424,NA,2.21540839942166,0.656093194483084,1.52226121886171,1.04385872549185,NA,0.784800812619302,NA,1.13497993283898,1.46040233327361,1.94591014905531,NA,1.55799070085278,2.65660298952089,1.79107312732207,2.39772995621561,2.04238755560297,1.74031225764674,2.92673940206704,2.04238755560297,1.1739545245935,1.92772632696988,0.943775266934865,1.62745641793678,1.13497993283898,4.02535169073515,2.41591377830105,2.26808865725057,1.57494147669062,1.54044504094715,1.57494147669062,2.23359222150709,1.74031225764674,NA,1.44208989382412,1.36811053903445,2.07944154167984,2.19653823543023,2.63905732961526,2.62087350752982,1.70458277565567,0.897255251299972,1.62745641793678,1.48378069829365,1.36811053903445,NA,NA,NA,0.847297860387204,4.02535169073515,3.31402068808977,1.54044504094715,1.80994329131349,1.38629436111989,1.70458277565567,0.852803488729139,0.710590810060166,NA,1.90885616297845,1.02961941718116,0.998374912917361,1.02961941718116,1.36811053903445,0.982557564445682,1.52226121886171,0.992565431104297,0.730201166636806,1.04716507708679,0.916125415291396,NA,1.54044504094715,0.711331002645383,1.54044504094715,0.992565431104297,0.952544077267529,0.72951482473082,1.55799070085278,1.1739545245935,1.02961941718116,1.25276296849537,1.38629436111989,0.769421879790088,1.68571261166424,2.00236620176621,3.29515052409834,NA,1.13547400402543,0.829114038301766,NA,0.992565431104297,0.982557564445682,1.54044504094715,1.28024750355608,NA,0.641699968978629,NA,1.42334834719675,1.21570898241851,0.829114038301766,0.847297860387204,1.01143559509572,0.992565431104297
UT_Ca_JR_PJ1_16,1.15577070250806,2.23295405932729,2.07880337950003,1.89067234089301,2.21540839942166,1.01143559509572,0,0.846659698207401,1.06013176810005,0.933671075197031,0.933671075197031,0.829114038301766,0.993251773010283,2.1783544133448,2.62087350752982,1.70458277565567,1.7221284355613,1.23457914640993,0.623516146893191,1.01143559509572,1.09861228866811,0.916125415291396,1.23457914640993,0.810930216216329,1.26206368147064,1.7221284355613,NA,4.00716786864971,0.933671075197031,1.68639895357023,1.11679611075355,0.773318505597535,1.04454506739783,0.846659698207401,1.23457914640993,1.40260697477793,0.65677953638907,1.48520723278485,1.33105655295759,NA,2.89037175789616,0.97438160901886,0.897941593205959,2.1783544133448,NA,0.933671075197031,NA,1.01143559509572,1.92772632696988,1.52226121886171,NA,1.94527198687551,2.63841916743546,2.87150159390474,2.60268968544438,2.58381952145296,3.3315663479954,1.36811053903445,1.66752878957881,1.68639895357023,1.15577070250806,2.58381952145296,1.52226121886171,2.21540839942166,2.39772995621561,2.62087350752982,1.40260697477793,1.96222276271335,1.92772632696988,1.15129254649702,1.70458277565567,1.38565619894009,NA,1.1362239992869,1.34992671694902,1.1739545245935,1.57221860977448,1.80994329131349,3.29583686600433,3.98898404656427,1.66752878957881,1.52226121886171,1.64791843300216,0.897941593205959,NA,NA,NA,1.92772632696988,1.92772632696988,3.98898404656427,1.52226121886171,1.21639532432449,1.23457914640993,2.04307389750896,1.89067234089301,1.87106198431637,NA,1.89067234089301,1.23457914640993,0.933671075197031,0.829114038301766,0.944461608840852,1.42390607173868,1.34992671694902,0.97438160901886,1.48520723278485,1.13434177065918,0.730887508542792,NA,1.23457914640993,1.09861228866811,0.916125415291396,1.48520723278485,0.839050075377767,0.829114038301766,1.13434177065918,0.993251773010283,0.788292043781511,1.11679611075355,0.74907133062823,1.02567490340641,1.33105655295759,1.98418237968077,1.89067234089301,NA,0.618299015821006,0.810930216216329,NA,1.02567490340641,1.01844096363052,0.829114038301766,0.879071429214535,NA,0.933671075197031,NA,1.89067234089301,2.1783544133448,0.405465108108164,0.916125415291396,0.730887508542792,1.48520723278485
UT_Ca_JR_PJ1_17,0.846659698207401,1.75785791755237,2.67414864942653,2.61954900344403,1.04716507708679,0.951854897282468,0.846659698207401,0,0.767357183119082,0.659245628884264,0.594707107746693,0.516536826024623,1.13434177065918,1.70325827156988,3.34975017008084,1.74031225764674,1.75785791755237,1.74031225764674,0.882389180198474,1.40384002102553,0.55897762575562,0.577161447841058,0.405311190914398,0.933671075197031,0.827789534215978,1.28785428830664,NA,2.65660298952089,1.42138568093116,1.38565619894009,0.641699968978629,0.766488373169812,1.13434177065918,0.882389180198474,0.951854897282468,1.08166151283027,1.25212480631557,1.23325464232414,3.31269618400398,NA,3.3315663479954,0.914800911205607,1.94527198687551,0.673638854388719,NA,0.2537805207761,NA,1.74031225764674,1.96345580896095,1.74031225764674,NA,1.75785791755237,1.98100146886658,1.52093671477592,2.23295405932729,2.61954900344403,2.67414864942653,2.25113788141273,NA,1.13434177065918,0.933671075197031,0.747746826542441,1.74031225764674,1.74031225764674,2.65660298952089,2.25113788141273,1.99795224470442,2.69109942526437,1.96345580896095,1.59248713659626,1.55799070085278,1.98100146886658,NA,1.64195711052371,2.63841916743546,2.65660298952089,2.61954900344403,1.74031225764674,2.63841916743546,2.63841916743546,1.23325464232414,1.55799070085278,1.50132635819928,1.38565619894009,NA,NA,NA,1.96345580896095,3.34975017008084,2.23295405932729,1.74031225764674,2.63841916743546,1.74031225764674,1.94527198687551,1.36678603494866,1.09586125009112,NA,1.92640182288409,0.641699968978629,0.969400557188104,0.71069284046558,0.692509018380143,0.280980557388111,0.692509018380143,0.827789534215978,0.368257204837538,0.534082485930258,0.766616990533865,NA,1.74031225764674,1.38565619894009,0.784800812619302,1.52093671477592,0.78776818037921,0.641699968978629,0.659245628884264,0.933671075197031,1.15252559274462,0.784800812619302,0.577161447841058,0.747746826542441,1.70325827156988,1.88638046904732,1.92640182288409,NA,0.728136469965801,0.933671075197031,NA,0.540107461764197,0.853499750159441,0.641699968978629,0.604645982901768,NA,1.17007125265025,NA,2.21408389533587,2.21408389533587,0.692509018380143,0.459378412184674,0.766616990533865,0.422324426107813
UT_Ca_JR_PJ1_18,0.905981088272787,1.34717567837202,1.68364791499324,1.73440878466857,1.19609862584187,0.790633517733702,1.06013176810005,0.767357183119082,0,0.618937178000809,0.654028497812079,0.636482837906444,0.692406987974728,1.36668400454325,2.02277719902633,1.32963001846639,1.34717567837202,2.17692787885359,0.552245803502136,0.749811523213447,0.772449695648265,0.924164910358225,0.833193132152498,0.583207696009736,0.673536823983305,1.09586125009112,NA,2.58239298696176,1.34717567837202,0.905981088272787,0.790633517733702,1.23127487134336,1.75327894865999,0.808179177639337,1.19609862584187,1.23059506158534,0.73162770112801,1.09842001794857,2.5453390008849,NA,1.64791843300216,1.15904463976501,1.17791480375643,1.22358316090258,NA,0.618937178000809,NA,1.26063714697944,2.02277719902633,1.6661022550876,NA,1.34717567837202,1.78900843065106,1.85219182032495,2.34106561356211,2.13987389277673,1.50132635819928,2.58239298696176,2.5453390008849,0.954771252442219,0.73162770112801,0.887110924281364,1.88924580640181,1.48378069829365,3.2755401675217,3.96868734808165,1.36412645420986,2.61688942270523,1.88924580640181,1.36412645420986,2.02277719902633,1.34717567837202,NA,1.92442205190331,1.64791843300216,NA,2.83302107333668,1.88924580640181,3.25735634543627,1.31144619638095,1.53373808920642,1.32963001846639,1.42711635564015,0.954771252442219,NA,NA,NA,0.924164910358225,2.87007505941354,1.87106198431637,2.58239298696176,2.15874405676816,1.88924580640181,0.905981088272787,1.85219182032495,1.20397280432594,NA,1.44672671221679,1.19609862584187,1.78900843065106,0.601391518095174,0.772449695648265,0.779289747600305,0.618299015821006,0.712757537136586,0.796139146075637,1.34717567837202,0.815009310067061,NA,1.6661022550876,0.692406987974728,1.32963001846639,1.29257603238953,0.595775142163689,0.710590810060166,1.09586125009112,0.954771252442219,0.972955074527657,0.877644894723332,1.32963001846639,0.840590908646471,1.62904826901074,3.19846482760807,2.32219544957069,NA,1.20397280432594,0.772449695648265,NA,0.673536823983305,0.436344996473474,0.636482837906444,0.564337532018313,NA,0.430884946497869,NA,1.44672671221679,1.04126160410862,0.859461072637894,0.710590810060166,1.38555416853467,1.04126160410862
UT_Ca_JR_PJ1_19,1.19150018449913,2.67414864942653,2.67414864942653,1.52093671477592,1.40384002102553,1.15252559274462,0.933671075197031,0.659245628884264,0.618937178000809,0,0.802346472524937,0.784800812619302,1.02898125500136,2.21408389533587,1.84567277330456,1.20968400658457,1.49549365308488,1.40384002102553,0.802346472524937,1.04716507708679,0.766616990533865,1.15252559274462,1.270308628401,0.692509018380143,1.17263002050771,1.57553636075842,NA,2.65660298952089,1.57553636075842,1.7221284355613,1.04716507708679,0.853499750159441,1.38565619894009,0.659245628884264,1.40384002102553,0.899339956036315,0.657417698568873,1.23325464232414,2.61954900344403,NA,2.92610123988724,1.11547160666776,1.7221284355613,1.01011109100993,NA,0.969400557188104,NA,1.74031225764674,3.34975017008084,1.74031225764674,NA,2.26868354131836,1.75785791755237,2.90723107589581,2.07880337950003,3.31269618400398,1.28785428830664,2.25113788141273,NA,1.19150018449913,0.933671075197031,1.23325464232414,1.55799070085278,2.25113788141273,2.25113788141273,2.25113788141273,1.99795224470442,3.38424660582431,1.55799070085278,1.99795224470442,1.40384002102553,1.57553636075842,NA,1.86510066183792,1.53980687876735,2.65660298952089,3.31269618400398,1.96345580896095,2.63841916743546,1.94527198687551,1.36678603494866,1.96345580896095,1.34717567837202,1.02898125500136,NA,NA,NA,1.74031225764674,2.25113788141273,2.23295405932729,2.25113788141273,2.63841916743546,2.65660298952089,1.53980687876735,1.36678603494866,0.728136469965801,NA,1.60794809176555,1.55799070085278,1.28785428830664,1.15252559274462,0.55897762575562,0.766488373169812,1.25212480631557,0.747746826542441,0.827789534215978,0.563935449079939,0.846659698207401,NA,2.25113788141273,0.846659698207401,1.15252559274462,1.11547160666776,0.78776818037921,1.04716507708679,0.802346472524937,1.13434177065918,0.516536826024623,1.270308628401,0.784800812619302,0.827789534215978,1.52093671477592,1.66323691773311,1.52093671477592,NA,0.990500734433292,0.846659698207401,NA,0.479482839947762,1.05417044562159,0.864843520292839,0.827789534215978,NA,0.882389180198474,NA,1.52093671477592,1.11547160666776,0.846659698207401,0.516536826024623,0.623516146893192,0.673638854388719
