,CA_GM26_1,CA_GM26_10,CA_GM26_11,CA_GM26_12,CA_GM26_2,CA_GM26_3,CA_GM26_4,CA_GM26_5,CA_GM26_6,CA_GM26_7,CA_GM26_8,CA_GM26_9
CA_GM26_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_GM26_10,NA,0,1.16315080980568,1.67397643357167,1.67397643357167,2.07944154167984,1.67397643357167,1.67397643357167,1.67397643357167,2.07944154167984,2.07944154167984,NA
CA_GM26_11,NA,1.16315080980568,0,2.07944154167984,2.77258872223978,2.77258872223978,2.77258872223978,2.77258872223978,2.77258872223978,2.77258872223978,2.77258872223978,NA
CA_GM26_12,NA,1.67397643357167,2.07944154167984,0,1.38629436111989,1.38629436111989,1.67397643357167,0.980829253011726,1.38629436111989,1.16315080980568,0.980829253011726,NA
CA_GM26_2,NA,1.67397643357167,2.77258872223978,1.38629436111989,0,0.374693449441411,0.575364144903562,0.826678573184468,0.0645385211375712,0.470003629245736,0.575364144903562,NA
CA_GM26_3,NA,2.07944154167984,2.77258872223978,1.38629436111989,0.374693449441411,0,0.693147180559945,0.693147180559945,0.374693449441411,0.133531392624523,0.133531392624523,NA
CA_GM26_4,NA,1.67397643357167,2.77258872223978,1.67397643357167,0.575364144903562,0.693147180559945,0,1.16315080980568,0.693147180559945,0.826678573184468,0.826678573184468,NA
CA_GM26_5,NA,1.67397643357167,2.77258872223978,0.980829253011726,0.826678573184468,0.693147180559945,1.16315080980568,0,0.826678573184468,0.575364144903562,0.693147180559945,NA
CA_GM26_6,NA,1.67397643357167,2.77258872223978,1.38629436111989,0.0645385211375712,0.374693449441411,0.693147180559945,0.826678573184468,0,0.470003629245736,0.575364144903562,NA
CA_GM26_7,NA,2.07944154167984,2.77258872223978,1.16315080980568,0.470003629245736,0.133531392624523,0.826678573184468,0.575364144903562,0.470003629245736,0,0.133531392624523,NA
CA_GM26_8,NA,2.07944154167984,2.77258872223978,0.980829253011726,0.575364144903562,0.133531392624523,0.826678573184468,0.693147180559945,0.575364144903562,0.133531392624523,0,NA
CA_GM26_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
